LoanID,CustomerID,BranchID,LoanType,ApplicationDate,ApprovalDate,PrincipalAmount,OutstandingBalance,InterestRate,LoanTermMonths,MonthlyPayment,LoanStatus,RiskRating,DaysPastDue
L0000894,C001473,B0058,Personal Loan,2025-07-23,2025-07-24,186035,144177.12,0.229,48,5952.51,Current,Low,0
L0000895,C000968,B0053,Business Loan,2025-10-06,2025-10-11,1099863,951381.49,0.165,60,27039.61,Current,Low,0
L0000896,C000677,B0007,Personal Loan,2026-01-24,2026-01-29,220849,187721.65,0.247,36,8745.91,Defaulted,Medium,90
L0000897,C000747,B0035,Business Loan,2023-10-12,2023-10-20,468446,236565.23,0.165,60,11516.52,Current,Low,0
L0000898,C001887,B0028,Personal Loan,2026-05-11,2026-05-18,278862,270496.14,0.229,60,7845.24,Current,Low,0
L0000899,C000197,B0037,Personal Loan,2025-05-26,2025-05-30,131253,96799.09,0.229,48,4199.66,Current,Low,0
L0000900,C000319,B0001,Personal Loan,2024-11-20,2024-11-28,291484,182177.5,0.247,48,9616.06,Current,Medium,0
L0000901,C001071,B0054,Credit Facility,2025-11-08,2025-11-16,163011,114107.7,0.216,24,8424.54,Current,Medium,0
L0000902,C001848,B0044,Personal Loan,2023-12-01,2023-12-07,297346,124513.64,0.229,48,9514.09,Current,Low,0
L0000903,C000398,B0009,Vehicle Finance,2026-06-11,2026-06-20,156918,154564.23,0.139,60,3643.08,Current,Low,0
L0000904,C000137,B0011,Business Loan,2026-04-13,2026-04-18,938492,885701.82,0.165,48,26838.07,Current,Low,0
L0000905,C001929,B0017,Vehicle Finance,2026-03-04,2026-03-06,673949,640251.55,0.184,72,15524.08,Current,High,0
L0000906,C001721,B0013,Credit Facility,2025-09-16,2025-09-18,141940,88712.5,0.198,24,7210.29,Current,Low,0
L0000907,C000977,B0051,Personal Loan,2025-08-23,2025-08-25,195984,34297.2,0.229,12,18428.0,Current,Low,0
L0000908,C001462,B0010,Home Loan,2024-11-03,2024-11-03,2340307,1989260.95,0.1305,120,35012.35,Current,Medium,0
L0000909,C000243,B0033,Home Loan,2026-04-14,2026-04-17,374817,369194.74,0.1125,180,4319.18,Current,Low,0
L0000910,C000402,B0016,Home Loan,2024-06-29,2024-06-29,1837731,1608014.62,0.1575,180,26671.13,Current,High,0
L0000911,C000735,B0044,Home Loan,2025-11-13,2025-11-17,2283871,2192516.16,0.1125,180,26318.06,Current,Low,0
L0000912,C000368,B0043,Personal Loan,2024-08-04,2024-08-14,87487,49758.23,0.274,48,3019.15,Current,High,0
L0000913,C001420,B0011,Business Loan,2025-12-07,2025-12-17,652754,567080.04,0.21,48,20212.98,Current,High,0
L0000914,C001759,B0029,Vehicle Finance,2025-11-07,2025-11-14,368630,313335.5,0.184,48,10905.71,In Arrears,High,45
L0000915,C000667,B0009,Personal Loan,2026-06-02,2026-06-12,284856,277734.6,0.229,36,11011.86,Current,Low,0
L0000916,C000991,B0044,Credit Facility,2026-04-02,2026-04-04,200345,177806.19,0.216,24,10354.0,In Arrears,Medium,45
L0000917,C001869,B0034,Home Loan,2026-04-24,2026-04-27,1712922,1687228.17,0.1125,180,19738.76,Current,Low,0
L0000918,C000480,B0021,Personal Loan,2024-08-02,2024-08-09,219649,124925.37,0.247,48,7246.23,Current,Medium,0
L0000919,C000053,B0058,Personal Loan,2026-04-02,2026-04-09,95559,88392.07,0.229,36,3694.08,Current,Low,0
L0000920,C001153,B0057,Personal Loan,2026-05-28,2026-06-02,92852,91111.02,0.229,48,2970.96,Current,Low,0
L0000921,C001132,B0002,Personal Loan,2025-09-15,2025-09-20,17202,13976.62,0.247,48,567.49,Current,Medium,0
L0000922,C000997,B0025,Home Loan,2024-06-29,2024-07-02,1324503,1165562.64,0.1305,180,16801.77,Current,Medium,0
L0000923,C000406,B0025,Business Loan,2024-05-08,2024-05-09,1136469,693246.09,0.183,60,29044.63,Current,Medium,0
L0000924,C000282,B0008,Personal Loan,2025-04-30,2025-05-02,298087,29808.7,0.229,12,28028.54,Current,Low,0
L0000925,C001989,B0056,Home Loan,2025-05-20,2025-05-27,723564,685576.89,0.1125,240,7592.04,Current,Low,0
L0000926,C001293,B0025,Vehicle Finance,2025-06-08,2025-06-12,121022,91522.89,0.139,48,3301.04,Current,Low,0
L0000927,C000287,B0040,Personal Loan,2025-08-27,2025-09-01,122673,99671.81,0.229,48,3925.13,Current,Low,0
L0000928,C000668,B0007,Personal Loan,2026-03-25,2026-03-29,190989,176664.83,0.247,48,6300.73,Current,Medium,0
L0000929,C000082,B0038,Personal Loan,2026-05-19,2026-05-19,57696,55965.12,0.229,60,1623.16,Current,Low,0
L0000930,C001051,B0025,Vehicle Finance,2024-10-23,2024-11-02,159795,99871.88,0.139,48,4358.62,Current,Low,0
L0000931,C001271,B0038,Vehicle Finance,2025-03-28,2025-04-06,608561,494455.81,0.139,72,12507.29,Current,Low,0
L0000932,C001464,B0030,Home Loan,2024-03-06,2024-03-15,2293374,1811765.46,0.1125,120,31916.64,Current,Low,0
L0000933,C000203,B0020,Personal Loan,2026-03-07,2026-03-17,265605,239044.5,0.229,36,10267.66,Current,Low,0
L0000934,C000091,B0053,Vehicle Finance,2024-02-24,2024-02-25,670213,427260.79,0.139,72,13774.37,Current,Low,0
L0000935,C001240,B0060,Credit Facility,2025-12-11,2025-12-11,230280,109383.0,0.216,12,21508.61,Current,Medium,0
L0000936,C001989,B0056,Vehicle Finance,2025-06-17,2025-06-19,381952,319884.8,0.139,72,7849.97,Current,Low,0
L0000937,C000532,B0024,Personal Loan,2026-05-19,2026-05-25,220708,212431.45,0.229,48,7061.93,Current,Low,0
L0000938,C001597,B0034,Vehicle Finance,2025-10-03,2025-10-10,292127,242830.57,0.139,48,7968.16,Current,Low,0
L0000939,C000995,B0051,Personal Loan,2026-01-14,2026-01-16,327120,179916.0,0.247,12,31043.26,Current,Medium,0
L0000940,C000958,B0056,Home Loan,2026-05-11,2026-05-13,2002790,1987769.08,0.1125,240,21014.39,Current,Low,0
L0000941,C000794,B0059,Personal Loan,2023-12-22,2023-12-29,302493,126668.94,0.229,48,9678.78,Current,Low,0
L0000942,C001440,B0023,Business Loan,2025-11-15,2025-11-23,186579,164189.52,0.165,60,4586.96,Current,Low,0
L0000943,C001966,B0035,Personal Loan,2026-03-17,2026-03-20,297141,207998.7,0.247,12,28198.29,Current,Medium,0
L0000944,C000326,B0042,Personal Loan,2026-01-29,2026-01-30,221152,121633.6,0.247,12,20987.03,Current,Medium,0
L0000945,C001555,B0005,Personal Loan,2022-12-15,2022-12-22,86331,16726.63,0.229,48,2762.31,Current,Low,0
L0000946,C001604,B0025,Credit Facility,2023-07-15,2023-07-23,244045,24404.5,0.243,24,12939.5,Current,High,0
L0000947,C000349,B0019,Vehicle Finance,2023-05-24,2023-06-01,605325,185380.78,0.139,48,16511.05,Current,Low,0
L0000948,C001698,B0010,Home Loan,2025-12-26,2025-12-28,1576621,1535234.7,0.1125,240,16542.79,In Arrears,Low,15
L0000949,C000006,B0033,Home Loan,2026-06-29,2026-06-29,1778358,1765020.32,0.1125,120,24749.22,Current,Low,0
L0000950,C000880,B0022,Personal Loan,2024-05-31,2024-06-06,277169,103938.38,0.229,36,10714.69,Current,Low,0
L0000951,C001067,B0026,Business Loan,2022-11-03,2022-11-13,973700,170397.5,0.183,48,28755.3,Current,Medium,0
L0000952,C000468,B0022,Home Loan,2026-06-01,2026-06-08,1537326,1529639.37,0.1125,180,17715.29,Current,Low,0
L0000953,C001290,B0001,Personal Loan,2025-06-29,2025-07-05,299122,231819.55,0.229,48,9570.92,Current,Low,0
L0000954,C000626,B0031,Personal Loan,2026-01-17,2026-01-22,83014,45657.7,0.247,12,7877.92,Current,Medium,0
L0000955,C000042,B0010,Credit Facility,2026-02-13,2026-02-23,120233,105203.88,0.198,36,4456.05,Current,Low,0
L0000956,C000955,B0007,Personal Loan,2026-05-30,2026-06-09,331110,318693.38,0.247,24,17622.04,In Arrears,Medium,45
L0000957,C000403,B0037,Business Loan,2025-06-12,2025-06-13,106188,71676.9,0.165,36,3759.52,Current,Low,0
L0000958,C000213,B0023,Vehicle Finance,2026-01-01,2026-01-11,214818,198706.65,0.157,72,4624.39,Current,Medium,0
L0000959,C001676,B0009,Vehicle Finance,2025-06-08,2025-06-18,94536,71492.85,0.139,48,2578.6,Current,Low,0
L0000960,C000324,B0029,Personal Loan,2023-07-28,2023-08-06,75271,35753.72,0.229,60,2117.6,Current,Low,0
L0000961,C001618,B0038,Vehicle Finance,2024-02-02,2024-02-04,674731,307846.02,0.139,48,18404.19,Current,Low,0
L0000962,C000875,B0004,Home Loan,2026-05-26,2026-05-28,724925,714051.12,0.1305,120,10845.3,Current,Medium,0
L0000963,C001085,B0022,Business Loan,2026-06-04,2026-06-04,734546,707000.53,0.165,24,36141.39,Current,Low,0
L0000964,C000116,B0019,Personal Loan,2025-10-27,2025-11-03,52655,36858.5,0.247,24,2802.36,In Arrears,Medium,60
L0000965,C000099,B0044,Credit Facility,2023-01-04,2023-01-13,191294,19129.4,0.198,12,17702.12,Current,Low,0
L0000966,C001267,B0022,Vehicle Finance,2026-06-14,2026-06-15,344863,340552.21,0.157,72,7423.87,Current,Medium,0
L0000967,C001538,B0023,Personal Loan,2026-06-26,2026-07-04,218493,218493.0,0.229,24,11432.36,Current,Low,0
L0000968,C000141,B0043,Personal Loan,2026-04-06,2026-04-06,165326,157886.33,0.229,60,4651.12,Current,Low,0
L0000969,C001011,B0049,Personal Loan,2026-03-24,2026-03-28,284529,199170.3,0.229,12,26753.71,Current,Low,0
L0000970,C001097,B0057,Vehicle Finance,2025-08-27,2025-08-27,147915,117407.53,0.139,48,4034.58,Current,Low,0
L0000971,C001986,B0019,Business Loan,2025-12-11,2025-12-12,751193,554004.84,0.183,24,37611.61,Current,Medium,0
L0000972,C001880,B0030,Credit Facility,2025-07-31,2025-08-06,70853,41626.14,0.198,24,3599.2,Current,Low,0
L0000973,C000530,B0032,Credit Facility,2025-05-15,2025-05-24,246190,116940.25,0.216,24,12723.3,Current,Medium,0
L0000974,C001945,B0008,Personal Loan,2025-12-28,2026-01-07,315438,287048.58,0.274,60,9707.56,Current,High,0
L0000975,C000037,B0003,Vehicle Finance,2023-06-15,2023-06-25,84668,45509.05,0.139,72,1740.12,Current,Low,0
L0000976,C000519,B0019,Personal Loan,2023-04-19,2023-04-29,50352,5035.2,0.247,24,2679.79,Current,Medium,0
L0000977,C000229,B0012,Home Loan,2025-08-15,2025-08-22,369742,349406.19,0.1575,180,5366.09,Current,High,0
L0000978,C000533,B0046,Home Loan,2025-02-25,2025-03-05,615883,566612.36,0.1125,180,7097.09,Current,Low,0
L0000979,C001644,B0040,Home Loan,2025-03-18,2025-03-21,2332896,2192922.24,0.1125,240,24478.05,Current,Low,0
L0000980,C000212,B0012,Personal Loan,2023-06-04,2023-06-11,21932,2193.2,0.247,12,2081.32,Current,Medium,0
L0000981,C000625,B0018,Credit Facility,2025-02-18,2025-02-28,16811,6093.99,0.198,24,853.97,Current,Low,0
L0000982,C000070,B0018,Personal Loan,2025-10-25,2025-10-26,122436,81113.85,0.229,24,6406.3,Current,Low,0
L0000983,C000093,B0054,Personal Loan,2022-12-30,2023-01-03,50744,5074.4,0.229,24,2655.11,Current,Low,0
L0000984,C000662,B0044,Personal Loan,2024-12-22,2024-12-30,182884,96014.1,0.247,36,7242.45,Current,Medium,0
L0000985,C000635,B0004,Credit Facility,2026-02-13,2026-02-15,205007,128129.38,0.198,12,18971.1,Current,Low,0
L0000986,C001389,B0056,Personal Loan,2024-12-15,2024-12-16,150026,43132.47,0.229,24,7849.91,Current,Low,0
L0000987,C001382,B0027,Home Loan,2023-10-09,2023-10-16,799395,700469.87,0.1125,240,8387.7,Current,Low,0
L0000988,C000423,B0039,Credit Facility,2026-06-08,2026-06-11,39544,38555.4,0.216,36,1502.03,Current,Medium,0
L0000989,C000097,B0043,Personal Loan,2025-10-09,2025-10-13,297084,230240.1,0.229,36,11484.56,Current,Low,0
L0000990,C000027,B0022,Personal Loan,2024-11-01,2024-11-06,284171,28417.1,0.247,12,26967.45,Current,Medium,0
L0000991,C001216,B0032,Personal Loan,2023-10-22,2023-10-30,280318,28031.8,0.229,24,14667.27,Current,Low,0
L0000992,C000020,B0014,Vehicle Finance,2026-01-09,2026-01-09,467986,432887.05,0.157,72,10074.34,Current,Medium,0
L0000993,C000807,B0014,Home Loan,2024-10-18,2024-10-23,696434,586745.65,0.1575,120,11557.91,Current,High,0
L0000994,C001070,B0041,Home Loan,2024-02-15,2024-02-23,490140,436837.27,0.1305,240,5759.83,In Arrears,Medium,15
L0000995,C000460,B0011,Home Loan,2025-10-09,2025-10-11,1356179,1295150.94,0.1125,180,15627.86,Current,Low,0
L0000996,C001034,B0045,Personal Loan,2026-03-25,2026-04-02,178159,164797.08,0.247,36,7055.33,Current,Medium,0
L0000997,C001453,B0007,Vehicle Finance,2025-12-31,2026-01-05,235094,217461.95,0.157,72,5060.87,Current,Medium,0
L0000998,C000611,B0034,Vehicle Finance,2025-11-21,2025-11-24,632917,569625.3,0.184,72,14578.92,Current,High,0
L0000999,C001439,B0002,Personal Loan,2024-11-17,2024-11-18,142830,99981.0,0.229,60,4018.24,Current,Low,0
L0001000,C000856,B0028,Vehicle Finance,2023-07-04,2023-07-07,626023,203457.47,0.139,48,17075.62,Current,Low,0
