TransactionID,AccountID,TransactionDate,TransactionTime,TransactionType,TransactionAmount,Channel,TransactionStatus,MerchantCategory,Province
T000000262,A0002483,2024-08-02,13:32:00,Withdrawal,1702.77,Branch,Successful,N/A,Limpopo
T000000263,A0001424,2025-12-11,15:07:31,Card Purchase,101.93,Card,Successful,Other,KwaZulu-Natal
T000000264,A0002041,2024-07-15,17:23:17,Payment,514.94,Mobile App,Successful,Education,Western Cape
T000000265,A0000910,2026-07-30,14:28:06,Payment,433.86,Card,Successful,Telecoms,KwaZulu-Natal
T000000266,A0002285,2026-03-25,22:40:09,Debit Order,981.96,Internet Banking,Successful,N/A,Free State
T000000267,A0000491,2026-01-03,06:02:09,Payment,1080.24,Branch,Successful,Groceries,KwaZulu-Natal
T000000268,A0000443,2025-10-11,07:14:08,Card Purchase,470.27,Internet Banking,Successful,Utilities,Gauteng
T000000269,A0000320,2026-04-12,12:52:16,Card Purchase,1320.79,Mobile App,Successful,Travel,Mpumalanga
T000000270,A0001625,2025-08-09,08:59:55,Card Purchase,1348.67,Card,Successful,Telecoms,Eastern Cape
T000000271,A0003025,2026-06-23,09:34:37,Card Purchase,2344.74,Mobile App,Successful,Fuel,Gauteng
T000000272,A0000125,2025-09-03,12:22:21,Interest,2763.21,Card,Successful,N/A,Western Cape
T000000273,A0001020,2026-07-07,07:53:05,Card Purchase,1453.61,Card,Successful,Utilities,KwaZulu-Natal
T000000274,A0002819,2023-12-01,10:18:16,Card Purchase,5119.98,Internet Banking,Successful,Restaurants,Eastern Cape
T000000275,A0000114,2025-10-22,17:47:51,Card Purchase,826.38,Mobile App,Successful,Utilities,KwaZulu-Natal
T000000276,A0000582,2026-01-22,06:09:28,Card Purchase,125.13,Internet Banking,Successful,Education,Eastern Cape
T000000277,A0001858,2026-05-23,15:01:52,Payment,1504.29,Card,Successful,Education,Eastern Cape
T000000278,A0000773,2026-07-05,12:26:54,Payment,423.37,Card,Successful,Restaurants,Western Cape
T000000279,A0001430,2024-07-27,21:43:38,Transfer,138.22,POS,Successful,N/A,Gauteng
T000000280,A0002741,2026-04-08,07:58:55,Transfer,969.7,ATM,Successful,N/A,Gauteng
T000000281,A0002184,2025-04-29,15:51:50,Transfer,1742.46,Internet Banking,Successful,N/A,Western Cape
T000000282,A0000720,2026-04-06,08:14:10,Card Purchase,529.42,Mobile App,Successful,Restaurants,Western Cape
T000000283,A0000762,2026-07-16,20:19:09,Card Purchase,233.87,POS,Successful,Entertainment,Gauteng
T000000284,A0001384,2026-07-31,21:45:03,Interest,2411.58,Mobile App,Successful,N/A,Gauteng
T000000285,A0002183,2026-07-05,13:06:17,Deposit,7033.91,Card,Successful,N/A,Gauteng
T000000286,A0002222,2026-07-26,19:36:38,Card Purchase,261.28,Card,Successful,Entertainment,Western Cape
T000000287,A0001602,2025-02-12,15:49:12,Transfer,150.38,Branch,Successful,N/A,Limpopo
T000000288,A0001613,2026-01-20,06:59:15,Deposit,244.77,Mobile App,Successful,N/A,Gauteng
T000000289,A0001494,2026-05-19,22:40:52,Card Purchase,222.95,Internet Banking,Successful,Travel,Gauteng
T000000290,A0003063,2026-07-29,21:55:08,Transfer,99.27,Card,Successful,N/A,KwaZulu-Natal
T000000291,A0002625,2024-11-26,10:45:31,Card Purchase,549.24,POS,Successful,Travel,Gauteng
T000000292,A0002953,2026-07-23,18:46:13,Card Purchase,331.22,POS,Successful,Other,North West
T000000293,A0000514,2026-01-22,09:46:34,Debit Order,1103.0,Card,Successful,N/A,Mpumalanga
T000000294,A0000210,2026-03-09,16:56:43,Transfer,1222.25,Card,Successful,N/A,Gauteng
T000000295,A0001835,2025-06-03,17:19:50,Card Purchase,204.41,Mobile App,Successful,Retail,Western Cape
T000000296,A0002340,2026-07-30,11:30:22,Withdrawal,211.84,Internet Banking,Successful,N/A,Gauteng
T000000297,A0001456,2025-08-24,11:37:16,Transfer,609.19,Mobile App,Successful,N/A,Free State
T000000298,A0000268,2025-08-13,22:27:55,Debit Order,153.99,POS,Successful,N/A,Western Cape
T000000299,A0002095,2025-10-01,15:47:28,Deposit,18107.62,Mobile App,Successful,N/A,Gauteng
T000000300,A0000010,2026-05-05,11:52:28,Card Purchase,134.91,Branch,Successful,Education,KwaZulu-Natal
T000000301,A0001667,2026-03-27,13:19:30,Card Purchase,366.25,Branch,Successful,Groceries,Mpumalanga
T000000302,A0001350,2025-02-20,19:18:56,Transfer,399.61,Branch,Successful,N/A,Western Cape
T000000303,A0000278,2025-10-02,17:02:27,Payment,1302.98,Card,Successful,Groceries,Gauteng
T000000304,A0002589,2026-07-22,13:55:04,Transfer,529.0,Card,Successful,N/A,KwaZulu-Natal
T000000305,A0001465,2026-07-14,16:07:28,Card Purchase,385.55,Internet Banking,Successful,Groceries,Gauteng
T000000306,A0001642,2025-10-23,17:43:36,Debit Order,209.23,Mobile App,Successful,N/A,Gauteng
T000000307,A0000708,2026-04-11,06:26:37,Card Purchase,677.56,ATM,Successful,Restaurants,KwaZulu-Natal
T000000308,A0001610,2026-06-26,21:20:24,Card Purchase,1062.19,Mobile App,Successful,Healthcare,Gauteng
T000000309,A0002281,2026-07-17,19:51:57,Transfer,990.63,Mobile App,Successful,N/A,Mpumalanga
T000000310,A0003158,2025-06-07,06:19:59,Card Purchase,1118.71,POS,Successful,Groceries,Northern Cape
T000000311,A0001532,2026-02-22,16:04:16,Card Purchase,233.09,Internet Banking,Successful,Education,North West
T000000312,A0001235,2026-07-09,20:29:04,Payment,485.42,Internet Banking,Successful,Retail,Gauteng
T000000313,A0001510,2024-01-05,14:01:19,Card Purchase,6018.49,Card,Successful,Utilities,KwaZulu-Natal
T000000314,A0002383,2025-04-01,10:13:59,Transfer,1041.02,ATM,Successful,N/A,Gauteng
T000000315,A0000315,2026-06-10,15:45:18,Withdrawal,1201.58,Internet Banking,Successful,N/A,KwaZulu-Natal
T000000316,A0001795,2023-09-07,06:01:06,Card Purchase,7712.98,Mobile App,Successful,Travel,Western Cape
T000000317,A0001589,2026-07-01,19:40:25,Transfer,684.35,Mobile App,Successful,N/A,Gauteng
T000000318,A0002357,2026-07-30,19:21:04,Debit Order,186.27,POS,Successful,N/A,Western Cape
T000000319,A0002675,2026-06-22,18:27:46,Card Purchase,430.95,Card,Successful,Healthcare,Western Cape
T000000320,A0000302,2025-12-19,22:48:40,Card Purchase,150.2,POS,Successful,Education,Western Cape
T000000321,A0002771,2026-04-25,16:12:20,Transfer,871.25,Mobile App,Successful,N/A,KwaZulu-Natal
T000000322,A0002853,2026-06-22,17:28:59,Transfer,699.3,ATM,Successful,N/A,Gauteng
T000000323,A0002965,2024-10-19,09:45:20,Withdrawal,1271.84,ATM,Successful,N/A,Gauteng
T000000324,A0001002,2026-03-19,19:33:31,Card Purchase,1953.68,Internet Banking,Successful,Utilities,Western Cape
T000000325,A0000892,2024-12-15,20:55:10,Payment,111.41,POS,Successful,Travel,Free State
T000000326,A0001587,2026-07-19,09:54:32,Transfer,524.03,ATM,Successful,N/A,Western Cape
T000000327,A0001440,2026-07-08,12:15:40,Card Purchase,363.75,Card,Successful,Utilities,KwaZulu-Natal
T000000328,A0000590,2025-08-13,19:06:54,Deposit,3504.38,Card,Successful,N/A,KwaZulu-Natal
T000000329,A0002429,2026-05-27,16:48:36,Card Purchase,1219.64,Branch,Successful,Telecoms,Gauteng
T000000330,A0001383,2026-04-19,22:48:33,Payment,2163.52,Mobile App,Successful,Education,Free State
T000000331,A0000441,2025-10-01,14:32:45,Payment,302.96,Mobile App,Successful,Retail,Free State
T000000332,A0000436,2025-08-23,22:28:28,Card Purchase,1196.85,Card,Successful,Telecoms,Limpopo
T000000333,A0000008,2026-05-06,18:26:12,Payment,612.5,Mobile App,Successful,Education,KwaZulu-Natal
T000000334,A0001132,2026-05-16,20:35:51,Transfer,7206.69,Mobile App,Successful,N/A,Western Cape
T000000335,A0000123,2026-07-01,21:44:59,Transfer,310.81,POS,Successful,N/A,Limpopo
T000000336,A0000174,2025-03-19,08:43:05,Card Purchase,3040.37,Branch,Successful,Restaurants,Gauteng
T000000337,A0001445,2026-06-02,16:05:21,Deposit,4148.86,POS,Successful,N/A,Western Cape
T000000338,A0001197,2024-10-03,14:14:03,Debit Order,731.78,Mobile App,Successful,N/A,Gauteng
T000000339,A0000828,2025-05-19,09:53:34,Card Purchase,1175.2,POS,Successful,Education,Western Cape
T000000340,A0001908,2026-07-17,16:37:56,Transfer,191.34,ATM,Successful,N/A,Gauteng
T000000341,A0003183,2026-03-25,08:15:34,Withdrawal,1464.05,Mobile App,Successful,N/A,Western Cape
T000000342,A0003067,2026-07-31,22:57:42,Debit Order,666.65,ATM,Successful,N/A,Gauteng
T000000343,A0002793,2025-06-09,10:56:30,Card Purchase,1918.21,ATM,Successful,Education,Western Cape
T000000344,A0002201,2026-06-15,07:26:27,Card Purchase,269.98,Card,Successful,Restaurants,KwaZulu-Natal
T000000345,A0000002,2026-02-28,06:38:32,Withdrawal,903.04,Mobile App,Successful,N/A,Gauteng
T000000346,A0001510,2026-07-20,19:41:27,Transfer,109.61,Mobile App,Successful,N/A,KwaZulu-Natal
T000000347,A0000155,2026-04-24,14:20:37,Withdrawal,180.01,ATM,Successful,N/A,KwaZulu-Natal
T000000348,A0000541,2025-10-17,15:02:01,Card Purchase,1377.51,Mobile App,Successful,Other,KwaZulu-Natal
T000000349,A0000655,2025-08-23,12:59:54,Debit Order,511.38,Mobile App,Successful,N/A,North West
T000000350,A0001812,2025-07-08,22:36:29,Payment,256.78,ATM,Successful,Travel,Gauteng
T000000351,A0000170,2026-07-01,10:24:31,Card Purchase,1398.25,Mobile App,Successful,Retail,Eastern Cape
T000000352,A0001701,2026-03-12,22:52:42,Card Purchase,694.5,Mobile App,Successful,Groceries,KwaZulu-Natal
T000000353,A0001463,2024-06-25,12:27:54,Deposit,2158.1,POS,Successful,N/A,Free State
T000000354,A0002485,2025-10-13,10:32:27,Card Purchase,478.63,Mobile App,Successful,Utilities,Gauteng
T000000355,A0002034,2025-11-11,15:19:49,Withdrawal,1283.71,Card,Successful,N/A,Eastern Cape
T000000356,A0000601,2026-03-04,06:56:58,Deposit,11317.45,Mobile App,Successful,N/A,Eastern Cape
T000000357,A0001515,2026-03-25,10:26:14,Transfer,928.29,Branch,Successful,N/A,Gauteng
T000000358,A0000913,2026-06-23,14:58:31,Payment,1757.32,Mobile App,Successful,Utilities,KwaZulu-Natal
T000000359,A0001269,2024-01-01,17:04:25,Payment,411.08,Card,Successful,Telecoms,Gauteng
T000000360,A0001091,2025-10-12,08:53:04,Debit Order,309.08,Card,Successful,N/A,Western Cape
T000000361,A0002030,2026-06-19,19:26:48,Debit Order,732.47,Card,Successful,N/A,Western Cape
T000000362,A0001205,2026-05-07,22:08:56,Bank Fee,274.2,Mobile App,Successful,N/A,Gauteng
T000000363,A0002385,2026-07-24,16:49:11,Card Purchase,645.53,Branch,Successful,Fuel,Gauteng
T000000364,A0002028,2026-07-30,16:17:24,Debit Order,141.75,Internet Banking,Successful,N/A,Western Cape
T000000365,A0001995,2025-10-12,17:35:30,Card Purchase,39.37,Mobile App,Successful,Entertainment,Western Cape
T000000366,A0001721,2026-07-03,17:23:47,Deposit,9609.88,Mobile App,Successful,N/A,Eastern Cape
T000000367,A0000079,2025-08-14,22:51:58,Transfer,3454.55,Mobile App,Successful,N/A,Western Cape
T000000368,A0000145,2025-11-10,20:31:37,Withdrawal,952.39,Card,Successful,N/A,Mpumalanga
T000000369,A0001758,2026-03-15,06:10:20,Deposit,2844.97,ATM,Successful,N/A,Eastern Cape
T000000370,A0001760,2024-08-08,12:14:11,Card Purchase,1103.18,Mobile App,Successful,Retail,KwaZulu-Natal
T000000371,A0002425,2026-01-15,11:39:13,Bank Fee,395.93,Card,Successful,N/A,Eastern Cape
T000000372,A0000300,2026-05-30,19:05:53,Card Purchase,1290.2,Card,Successful,Healthcare,Western Cape
T000000373,A0002475,2026-01-05,10:11:40,Card Purchase,597.24,Mobile App,Successful,Utilities,Northern Cape
T000000374,A0001931,2026-01-31,22:25:01,Card Purchase,600.65,Mobile App,Successful,Retail,Mpumalanga
T000000375,A0000929,2025-01-16,06:46:32,Card Purchase,436.33,ATM,Successful,Education,Gauteng
T000000376,A0000667,2025-12-14,19:10:55,Card Purchase,2957.74,Branch,Successful,Groceries,Gauteng
T000000377,A0001699,2025-08-26,19:00:35,Bank Fee,176.52,Mobile App,Successful,N/A,Western Cape
T000000378,A0002226,2025-06-25,22:53:54,Card Purchase,827.77,ATM,Successful,Other,North West
T000000379,A0000770,2026-02-18,13:41:29,Withdrawal,2736.43,Mobile App,Successful,N/A,KwaZulu-Natal
T000000380,A0000222,2026-07-15,07:27:48,Card Purchase,470.26,POS,Successful,Education,Mpumalanga
T000000381,A0002260,2025-07-10,19:04:10,Bank Fee,2007.69,Mobile App,Successful,N/A,Gauteng
T000000382,A0001280,2026-02-14,07:29:04,Transfer,4795.78,Mobile App,Successful,N/A,Western Cape
T000000383,A0002152,2026-02-10,14:30:19,Transfer,260.21,Mobile App,Successful,N/A,KwaZulu-Natal
T000000384,A0001752,2026-07-22,12:16:42,Debit Order,423.92,ATM,Successful,N/A,KwaZulu-Natal
T000000385,A0002442,2026-07-26,13:05:17,Debit Order,787.68,Internet Banking,Successful,N/A,Western Cape
T000000386,A0001117,2026-02-15,10:55:10,Card Purchase,1220.83,Card,Successful,Travel,Mpumalanga
T000000387,A0000277,2024-11-14,14:55:14,Withdrawal,627.43,POS,Successful,N/A,KwaZulu-Natal
T000000388,A0000012,2026-07-16,22:29:06,Debit Order,353.28,Card,Successful,N/A,Eastern Cape
T000000389,A0002450,2025-09-14,07:45:29,Interest,210.69,POS,Successful,N/A,Eastern Cape
T000000390,A0001359,2025-08-18,07:50:29,Interest,430.33,ATM,Successful,N/A,Gauteng
T000000391,A0001557,2026-07-01,12:14:41,Card Purchase,449.88,Branch,Successful,Other,Gauteng
T000000392,A0002059,2026-06-11,19:55:30,Card Purchase,539.36,Card,Successful,Entertainment,KwaZulu-Natal
T000000393,A0003140,2026-07-29,18:12:09,Card Purchase,261.5,Mobile App,Successful,Healthcare,Gauteng
T000000394,A0001808,2026-04-21,20:38:53,Debit Order,945.2,Card,Successful,N/A,Gauteng
T000000395,A0000948,2026-05-21,08:16:16,Withdrawal,395.68,ATM,Successful,N/A,Western Cape
T000000396,A0002204,2026-07-15,15:27:15,Transfer,445.42,ATM,Successful,N/A,KwaZulu-Natal
T000000397,A0002956,2026-06-05,21:54:10,Withdrawal,1425.49,ATM,Successful,N/A,Gauteng
T000000398,A0000224,2026-03-19,10:49:12,Card Purchase,185.16,POS,Successful,Groceries,North West
T000000399,A0002325,2026-03-11,11:32:56,Payment,245.55,Mobile App,Successful,Healthcare,Western Cape
T000000400,A0001306,2026-07-20,16:17:21,Transfer,4195.72,POS,Successful,N/A,KwaZulu-Natal
T000000401,A0002126,2024-05-03,17:13:44,Deposit,5609.19,POS,Successful,N/A,Eastern Cape
T000000402,A0000147,2026-03-13,09:12:50,Payment,603.61,Mobile App,Successful,Other,Western Cape
T000000403,A0003157,2026-07-13,22:49:33,Debit Order,268.56,POS,Successful,N/A,Gauteng
T000000404,A0001754,2026-07-04,21:09:43,Deposit,937.68,POS,Successful,N/A,Western Cape
T000000405,A0001145,2026-07-04,18:35:12,Transfer,157.61,Card,Successful,N/A,North West
T000000406,A0000411,2026-04-25,22:11:41,Deposit,10062.58,Mobile App,Successful,N/A,Mpumalanga
T000000407,A0001102,2026-07-06,16:14:30,Card Purchase,227.72,Mobile App,Successful,Groceries,KwaZulu-Natal
T000000408,A0001042,2026-06-21,17:54:47,Card Purchase,1478.97,POS,Successful,Retail,Western Cape
T000000409,A0001114,2026-07-23,20:14:05,Bank Fee,607.25,Mobile App,Successful,N/A,Limpopo
T000000410,A0001842,2025-04-13,10:09:07,Payment,839.88,Branch,Successful,Travel,KwaZulu-Natal
T000000411,A0001773,2026-03-25,15:21:38,Payment,470.03,POS,Successful,Other,Western Cape
T000000412,A0000444,2025-12-09,13:43:44,Payment,431.17,Card,Successful,Fuel,KwaZulu-Natal
T000000413,A0000912,2025-04-15,19:24:41,Card Purchase,1877.47,Card,Successful,Telecoms,Gauteng
T000000414,A0001982,2025-07-10,07:35:41,Card Purchase,311.3,POS,Successful,Travel,Limpopo
T000000415,A0001634,2025-12-22,22:41:53,Transfer,214.33,POS,Successful,N/A,KwaZulu-Natal
T000000416,A0000494,2026-06-29,18:20:08,Card Purchase,136.28,Card,Successful,Entertainment,Gauteng
T000000417,A0002089,2026-07-29,12:34:06,Transfer,507.52,ATM,Successful,N/A,Mpumalanga
T000000418,A0002277,2026-04-02,20:22:52,Deposit,2567.77,Mobile App,Successful,N/A,Gauteng
T000000419,A0001254,2026-07-28,20:29:43,Payment,3416.7,ATM,Successful,Utilities,Western Cape
T000000420,A0000636,2026-06-24,18:26:38,Debit Order,492.19,Branch,Successful,N/A,Gauteng
T000000421,A0001548,2026-03-05,19:12:40,Bank Fee,1029.44,ATM,Successful,N/A,Limpopo
T000000422,A0000265,2024-10-26,21:15:57,Transfer,116.34,Mobile App,Successful,N/A,Eastern Cape
T000000423,A0002026,2026-07-20,10:28:40,Transfer,1019.85,Mobile App,Successful,N/A,Western Cape
T000000424,A0001115,2025-02-13,07:25:28,Deposit,3632.02,POS,Successful,N/A,Western Cape
T000000425,A0002995,2024-12-19,18:58:38,Deposit,1598.68,ATM,Successful,N/A,Limpopo
T000000426,A0000619,2026-07-15,07:19:11,Payment,666.67,Mobile App,Successful,Utilities,KwaZulu-Natal
T000000427,A0000527,2026-05-03,15:06:33,Transfer,131.12,POS,Successful,N/A,Western Cape
T000000428,A0002426,2026-07-25,15:50:26,Card Purchase,2275.22,Branch,Successful,Utilities,KwaZulu-Natal
T000000429,A0001028,2025-04-24,16:46:11,Card Purchase,1501.54,Internet Banking,Successful,Entertainment,Western Cape
T000000430,A0000231,2026-06-05,09:27:42,Bank Fee,336.68,Card,Successful,N/A,Gauteng
T000000431,A0002105,2026-07-27,07:47:59,Card Purchase,1982.46,POS,Successful,Groceries,Eastern Cape
T000000432,A0002869,2025-10-14,15:13:06,Transfer,2375.79,Card,Successful,N/A,Gauteng
T000000433,A0000932,2026-07-31,18:56:11,Withdrawal,511.45,Card,Successful,N/A,Gauteng
T000000434,A0000061,2026-07-22,22:07:30,Deposit,3520.02,Internet Banking,Successful,N/A,North West
T000000435,A0001358,2023-03-03,13:28:03,Interest,449.88,Mobile App,Successful,N/A,Western Cape
T000000436,A0001237,2025-04-09,21:49:09,Card Purchase,2630.96,Mobile App,Failed,Healthcare,Mpumalanga
T000000437,A0001129,2026-07-02,16:45:36,Transfer,983.0,Internet Banking,Successful,N/A,Gauteng
T000000438,A0002980,2025-12-11,10:25:01,Card Purchase,1019.14,POS,Successful,Travel,Mpumalanga
T000000439,A0001746,2026-04-19,15:51:33,Debit Order,75.64,POS,Successful,N/A,Western Cape
T000000440,A0002891,2026-04-28,13:42:22,Interest,246.98,Card,Successful,N/A,Western Cape
T000000441,A0002785,2026-07-27,08:26:23,Withdrawal,2277.82,Card,Successful,N/A,Free State
T000000442,A0002564,2025-12-01,17:27:47,Card Purchase,483.61,Card,Successful,Education,Free State
T000000443,A0002625,2025-08-13,13:29:26,Transfer,2141.73,Internet Banking,Successful,N/A,Gauteng
T000000444,A0002418,2025-09-18,19:18:59,Card Purchase,745.04,POS,Successful,Fuel,Western Cape
T000000445,A0000798,2025-03-20,20:54:03,Card Purchase,87.26,POS,Successful,Groceries,KwaZulu-Natal
T000000446,A0001252,2026-04-28,20:07:24,Transfer,17367.29,Card,Successful,N/A,Gauteng
T000000447,A0001130,2025-03-19,17:35:03,Card Purchase,578.73,POS,Successful,Healthcare,Free State
T000000448,A0000165,2026-07-17,22:48:24,Deposit,3782.21,POS,Successful,N/A,Western Cape
T000000449,A0001035,2026-02-19,18:26:56,Card Purchase,40.06,Internet Banking,Successful,Healthcare,KwaZulu-Natal
T000000450,A0001093,2026-04-08,17:39:19,Card Purchase,684.17,Internet Banking,Successful,Other,KwaZulu-Natal
T000000451,A0003145,2026-03-03,18:19:49,Transfer,854.64,Internet Banking,Successful,N/A,Western Cape
T000000452,A0001217,2026-07-27,15:22:31,Card Purchase,1591.6,Branch,Successful,Travel,KwaZulu-Natal
T000000453,A0000398,2024-09-19,18:37:42,Payment,132.03,Internet Banking,Successful,Restaurants,Gauteng
T000000454,A0002372,2026-04-24,11:18:17,Card Purchase,3961.36,Internet Banking,Successful,Utilities,Western Cape
T000000455,A0000837,2026-07-11,06:01:09,Card Purchase,1631.47,Internet Banking,Successful,Education,KwaZulu-Natal
T000000456,A0001166,2026-06-10,07:45:34,Withdrawal,5978.98,Mobile App,Successful,N/A,Gauteng
T000000457,A0000892,2026-03-01,10:45:18,Deposit,3235.58,Branch,Successful,N/A,Free State
T000000458,A0002926,2026-07-20,10:13:31,Card Purchase,801.52,Card,Successful,Utilities,Eastern Cape
T000000459,A0001606,2026-05-05,09:17:58,Deposit,8496.83,POS,Successful,N/A,Gauteng
T000000460,A0000275,2026-07-05,20:35:20,Transfer,1838.19,Mobile App,Successful,N/A,Gauteng
T000000461,A0001634,2026-04-02,11:33:47,Card Purchase,517.06,Internet Banking,Successful,Groceries,KwaZulu-Natal
T000000462,A0002796,2024-11-19,19:14:16,Debit Order,72.78,Internet Banking,Successful,N/A,Free State
T000000463,A0002990,2024-10-25,19:38:57,Card Purchase,826.52,Internet Banking,Successful,Healthcare,Free State
T000000464,A0002169,2025-12-23,16:31:26,Debit Order,551.86,POS,Successful,N/A,Gauteng
T000000465,A0002033,2025-02-05,12:19:21,Bank Fee,886.13,Card,Successful,N/A,Gauteng
T000000466,A0001637,2026-06-29,19:54:59,Card Purchase,1630.22,Branch,Successful,Telecoms,Western Cape
T000000467,A0000464,2025-12-03,06:08:27,Payment,4304.38,POS,Successful,Healthcare,Gauteng
T000000468,A0003051,2026-07-22,14:06:45,Transfer,968.87,Branch,Successful,N/A,KwaZulu-Natal
T000000469,A0003081,2026-07-15,11:05:54,Card Purchase,1547.96,Card,Successful,Other,Gauteng
