AccountID,CustomerID,ProductID,BranchID,AccountType,OpenDate,CurrentBalance,AccountStatus,InterestRate,OverdraftLimit
A0000321,C000883,P005,B0025,Savings,2026-05-21,22823.73,Active,0.055,0
A0000322,C001393,P003,B0025,Current Account,2026-03-06,1159.9,Active,0.001,0
A0000323,C001160,P012,B0025,Credit Card,2023-11-07,-8661.93,Active,0.185,12200.0
A0000324,C001012,P012,B0017,Credit Card,2026-06-10,-2183.47,Active,0.185,5000
A0000325,C000544,P002,B0031,Current Account,2023-10-06,11928.72,Active,0.001,1400.0
A0000326,C001250,P001,B0053,Current Account,2024-12-29,8347.56,Active,0.002,0
A0000327,C000322,P003,B0040,Current Account,2026-05-26,7342.1,Active,0.001,0
A0000328,C000551,P018,B0022,Current Account,2025-05-26,17191.14,Active,0.012,0
A0000329,C001856,P004,B0024,Savings,2024-03-31,5866.78,Active,0.045,0
A0000330,C000287,P018,B0031,Current Account,2024-06-25,95797.36,Dormant,0.012,18000.0
A0000331,C000620,P001,B0002,Current Account,2025-08-20,4513.53,Active,0.002,0
A0000332,C001690,P010,B0032,Credit Card,2025-01-29,-7019.74,Active,0.215,12200.0
A0000333,C001742,P004,B0016,Savings,2023-08-28,554823.62,Active,0.045,0
A0000334,C000461,P003,B0008,Current Account,2026-07-20,12082.61,Active,0.001,0
A0000335,C001172,P006,B0041,Savings,2024-12-28,15043.34,Dormant,0.062,0
A0000336,C000273,P018,B0055,Current Account,2025-09-07,302949.71,Active,0.012,0
A0000337,C000671,P020,B0054,Current Account,2025-06-23,42810.0,Active,0.002,0
A0000338,C001042,P002,B0005,Current Account,2026-05-31,36124.02,Active,0.001,0
A0000339,C000478,P011,B0025,Credit Card,2026-04-24,-7193.41,Active,0.205,12200.0
A0000340,C001112,P004,B0022,Savings,2026-05-26,5672.92,Active,0.045,1400.0
A0000341,C000941,P020,B0003,Current Account,2025-01-04,39264.39,Active,0.002,0
A0000342,C000425,P019,B0004,Money Market,2023-10-10,13356.63,Active,0.078,0
A0000343,C001300,P002,B0055,Current Account,2025-03-06,4132.24,Active,0.001,0
A0000344,C000709,P018,B0014,Current Account,2022-07-08,34135.93,Active,0.012,0
A0000345,C000859,P020,B0008,Current Account,2024-07-05,9944.07,Active,0.002,0
A0000346,C000818,P002,B0017,Current Account,2026-05-06,16001.4,Active,0.001,0
A0000347,C001857,P002,B0037,Current Account,2025-04-15,9313.03,Active,0.001,0
A0000348,C000466,P004,B0017,Savings,2026-04-15,5099.96,Active,0.045,0
A0000349,C001727,P002,B0056,Current Account,2025-10-22,76931.15,Dormant,0.001,0
A0000350,C000787,P006,B0032,Savings,2026-06-16,2438.63,Active,0.062,1400.0
A0000351,C000684,P007,B0013,Notice Deposit,2024-10-21,71452.28,Active,0.075,0
A0000352,C000386,P002,B0022,Current Account,2026-07-11,41181.28,Active,0.001,0
A0000353,C001191,P005,B0048,Savings,2025-07-16,2730.5,Active,0.055,0
A0000354,C001271,P005,B0054,Savings,2024-12-05,142315.05,Active,0.055,0
A0000355,C001177,P008,B0055,Fixed Deposit,2025-03-11,92589.04,Active,0.085,0
A0000356,C000351,P009,B0013,Money Market,2023-11-04,58322.14,Active,0.068,0
A0000357,C000769,P020,B0020,Current Account,2026-02-04,83887.83,Active,0.002,18000.0
A0000358,C000079,P003,B0040,Current Account,2026-06-01,9196.31,Dormant,0.001,0
A0000359,C000969,P001,B0056,Current Account,2026-01-13,77131.95,Active,0.002,0
A0000360,C000908,P020,B0044,Current Account,2025-10-09,83167.29,Active,0.002,0
A0000361,C001746,P005,B0011,Savings,2025-10-11,21283.82,Active,0.055,0
A0000362,C000786,P002,B0004,Current Account,2026-07-26,19255.57,Active,0.001,0
A0000363,C000314,P004,B0046,Savings,2025-04-16,11830.9,Active,0.045,0
A0000364,C000427,P018,B0046,Current Account,2025-12-02,9967.39,Dormant,0.012,0
A0000365,C001768,P003,B0025,Current Account,2026-01-27,32948.5,Active,0.001,0
A0000366,C000798,P005,B0003,Savings,2025-08-03,17843.88,Dormant,0.055,1400.0
A0000367,C000202,P002,B0033,Current Account,2026-07-24,8619.13,Active,0.001,1400.0
A0000368,C000773,P006,B0022,Savings,2022-03-17,22497.91,Active,0.062,5200.0
A0000369,C001942,P018,B0020,Current Account,2026-01-15,23107.5,Active,0.012,0
A0000370,C000183,P005,B0029,Savings,2024-03-19,6611.51,Dormant,0.055,0
A0000371,C000914,P001,B0044,Current Account,2025-08-05,7555.28,Active,0.002,0
A0000372,C001751,P005,B0054,Savings,2025-07-23,92173.12,Active,0.055,5200.0
A0000373,C000943,P009,B0049,Money Market,2025-12-02,15818.71,Closed,0.068,0
A0000374,C000847,P002,B0037,Current Account,2026-04-05,21954.88,Active,0.001,1400.0
A0000375,C001183,P020,B0033,Current Account,2026-03-13,10615.48,Active,0.002,0
A0000376,C000874,P004,B0044,Savings,2025-09-03,9536.41,Active,0.045,0
A0000377,C001047,P010,B0042,Credit Card,2025-09-20,-7317.61,Active,0.215,12200.0
A0000378,C000630,P018,B0022,Current Account,2024-02-22,4882.86,Active,0.012,0
A0000379,C001710,P002,B0023,Current Account,2024-11-21,6511.13,Active,0.001,0
A0000380,C001845,P008,B0024,Fixed Deposit,2025-07-03,13916.78,Dormant,0.085,0
A0000381,C001853,P018,B0017,Current Account,2025-08-10,6135.1,Active,0.012,0
A0000382,C000195,P006,B0035,Savings,2025-01-20,77502.81,Active,0.062,0
A0000383,C000576,P018,B0046,Current Account,2025-10-05,62175.65,Active,0.012,0
A0000384,C001463,P005,B0053,Savings,2024-12-23,71163.83,Active,0.055,0
A0000385,C000204,P018,B0047,Current Account,2024-11-14,22961.47,Active,0.012,0
A0000386,C000594,P001,B0035,Current Account,2026-01-23,14142.76,Active,0.002,0
A0000387,C001699,P004,B0011,Savings,2024-05-29,26392.27,Active,0.045,1400.0
A0000388,C001000,P003,B0027,Current Account,2026-07-31,6518.95,Active,0.001,1400.0
A0000389,C000726,P019,B0017,Money Market,2026-06-03,8594.85,Active,0.078,0
A0000390,C001023,P007,B0041,Notice Deposit,2026-04-23,10172.73,Active,0.075,0
A0000391,C000731,P002,B0047,Current Account,2026-04-07,9940.31,Active,0.001,0
A0000392,C001149,P019,B0045,Money Market,2026-04-06,325172.43,Active,0.078,0
A0000393,C000855,P018,B0003,Current Account,2026-06-19,54951.1,Active,0.012,5200.0
A0000394,C000546,P020,B0011,Current Account,2026-05-31,3455.31,Active,0.002,0
A0000395,C000602,P020,B0055,Current Account,2026-06-26,103638.02,Active,0.002,0
A0000396,C001390,P011,B0027,Credit Card,2025-06-08,-3870.65,Active,0.205,12200.0
A0000397,C000467,P004,B0053,Savings,2025-06-21,27685.33,Active,0.045,0
A0000398,C001909,P011,B0027,Credit Card,2024-07-08,-1128.35,Active,0.205,12200.0
A0000399,C001291,P012,B0046,Credit Card,2026-07-30,-2464.72,Active,0.185,12200.0
A0000400,C001398,P008,B0031,Fixed Deposit,2026-03-30,67524.58,Active,0.085,0
A0000401,C001749,P004,B0017,Savings,2025-10-19,14441.88,Active,0.045,0
A0000402,C001264,P019,B0028,Money Market,2022-05-22,21588.27,Active,0.078,0
A0000403,C001743,P002,B0055,Current Account,2023-10-04,13053.94,Active,0.001,1400.0
A0000404,C001101,P007,B0002,Notice Deposit,2024-04-27,13912.18,Active,0.075,0
A0000405,C001692,P018,B0023,Current Account,2026-05-28,76402.73,Active,0.012,0
A0000406,C000148,P003,B0023,Current Account,2025-11-24,46676.22,Active,0.001,0
A0000407,C001648,P004,B0053,Savings,2026-07-20,17101.17,Active,0.045,0
A0000408,C000403,P008,B0027,Fixed Deposit,2025-10-31,181183.58,Active,0.085,0
A0000409,C001922,P008,B0057,Fixed Deposit,2023-12-24,19490.31,Dormant,0.085,0
A0000410,C001219,P018,B0023,Current Account,2025-06-15,34739.03,Closed,0.012,0
A0000411,C000198,P010,B0014,Credit Card,2025-10-20,-1716.01,Active,0.215,5000
A0000412,C000496,P001,B0042,Current Account,2025-09-11,20964.54,Active,0.002,1400.0
A0000413,C001924,P010,B0009,Credit Card,2026-04-01,-2133.22,Active,0.215,5000
A0000414,C000648,P007,B0034,Notice Deposit,2026-07-17,37998.26,Active,0.075,0
A0000415,C001473,P009,B0036,Money Market,2022-09-19,24538.53,Active,0.068,0
A0000416,C000061,P004,B0031,Savings,2026-04-11,90162.54,Active,0.045,0
A0000417,C001108,P001,B0012,Current Account,2025-09-16,17558.08,Active,0.002,0
A0000418,C001026,P008,B0017,Fixed Deposit,2026-03-19,23933.73,Active,0.085,0
A0000419,C000327,P007,B0021,Notice Deposit,2026-05-02,76706.59,Dormant,0.075,0
A0000420,C001946,P012,B0019,Credit Card,2025-10-16,-5777.32,Active,0.185,12200.0
A0000421,C000515,P001,B0029,Current Account,2026-07-09,58919.84,Active,0.002,0
A0000422,C000704,P008,B0013,Fixed Deposit,2025-04-01,18114.82,Active,0.085,0
A0000423,C001034,P004,B0045,Savings,2026-07-04,173137.93,Active,0.045,0
A0000424,C001741,P020,B0004,Current Account,2024-12-25,116907.7,Active,0.002,0
A0000425,C000059,P018,B0051,Current Account,2025-02-28,4507.1,Active,0.012,0
A0000426,C000736,P008,B0059,Fixed Deposit,2023-05-26,10348.1,Active,0.085,0
A0000427,C001005,P007,B0007,Notice Deposit,2026-06-28,25539.49,Active,0.075,0
A0000428,C001895,P018,B0008,Current Account,2025-12-21,21510.21,Active,0.012,0
A0000429,C001805,P006,B0059,Savings,2026-07-15,6284.28,Active,0.062,0
A0000430,C001939,P020,B0041,Current Account,2026-03-11,30467.96,Active,0.002,0
A0000431,C000707,P002,B0006,Current Account,2025-09-17,23325.81,Active,0.001,0
A0000432,C001887,P008,B0046,Fixed Deposit,2026-05-30,12370.09,Active,0.085,0
A0000433,C000338,P018,B0055,Current Account,2025-12-22,49984.85,Active,0.012,5200.0
A0000434,C000134,P003,B0031,Current Account,2025-03-25,9101.74,Active,0.001,0
A0000435,C001629,P005,B0044,Savings,2026-07-27,29782.91,Active,0.055,5200.0
A0000436,C000994,P005,B0056,Savings,2025-08-01,37106.05,Active,0.055,0
A0000437,C000228,P009,B0046,Money Market,2026-01-01,263147.32,Active,0.068,0
A0000438,C000733,P007,B0031,Notice Deposit,2025-03-05,8933.59,Active,0.075,0
A0000439,C001211,P008,B0040,Fixed Deposit,2026-07-15,24902.95,Active,0.085,0
A0000440,C001902,P006,B0036,Savings,2025-07-31,19594.89,Active,0.062,0
A0000441,C001479,P006,B0030,Savings,2025-07-14,26953.06,Active,0.062,5200.0
A0000442,C000434,P005,B0060,Savings,2025-04-19,21456.7,Active,0.055,0
A0000443,C000441,P012,B0029,Credit Card,2025-08-07,-2844.0,Active,0.185,12200.0
A0000444,C001027,P009,B0049,Money Market,2023-08-09,20198.85,Active,0.068,0
A0000445,C001675,P007,B0023,Notice Deposit,2026-06-21,26882.71,Active,0.075,0
A0000446,C000916,P004,B0006,Savings,2025-01-15,11853.54,Active,0.045,0
A0000447,C000775,P003,B0041,Current Account,2024-10-08,70988.25,Active,0.001,0
A0000448,C001908,P005,B0009,Savings,2023-03-13,33264.28,Active,0.055,1400.0
A0000449,C000554,P019,B0033,Money Market,2026-05-19,21429.33,Active,0.078,0
A0000450,C000212,P011,B0023,Credit Card,2024-01-19,-1162.47,Active,0.205,5000
A0000451,C000128,P006,B0015,Savings,2025-07-19,14278.0,Active,0.062,0
A0000452,C001475,P008,B0022,Fixed Deposit,2025-12-01,18254.02,Active,0.085,0
A0000453,C001553,P004,B0021,Savings,2026-06-05,28895.16,Active,0.045,0
A0000454,C000141,P010,B0007,Credit Card,2026-04-07,-4100.95,Active,0.215,12200.0
A0000455,C000589,P008,B0041,Fixed Deposit,2026-06-16,7444.34,Active,0.085,0
A0000456,C001880,P006,B0003,Savings,2025-07-07,61634.44,Active,0.062,0
A0000457,C001003,P001,B0009,Current Account,2026-05-07,68172.65,Active,0.002,0
A0000458,C000271,P008,B0004,Fixed Deposit,2024-08-03,14314.77,Active,0.085,0
A0000459,C001533,P005,B0026,Savings,2026-06-06,1357.17,Active,0.055,0
A0000460,C000269,P011,B0019,Credit Card,2025-05-15,-795.79,Active,0.205,12200.0
A0000461,C000182,P006,B0057,Savings,2026-05-31,4670.98,Active,0.062,0
A0000462,C001859,P009,B0023,Money Market,2023-07-16,52420.14,Active,0.068,0
A0000463,C000459,P005,B0050,Savings,2026-04-02,105173.68,Active,0.055,0
A0000464,C001090,P010,B0029,Credit Card,2024-01-09,-19915.43,Active,0.215,42000.0
A0000465,C000938,P007,B0010,Notice Deposit,2024-12-10,66065.66,Active,0.075,0
A0000466,C000696,P008,B0042,Fixed Deposit,2025-04-18,44734.32,Closed,0.085,0
A0000467,C000398,P007,B0037,Notice Deposit,2026-03-30,133845.58,Active,0.075,0
A0000468,C000742,P011,B0029,Credit Card,2025-10-12,-1111.11,Dormant,0.205,5000
A0000469,C000955,P011,B0051,Credit Card,2026-07-30,-1973.06,Dormant,0.205,12200.0
A0000470,C001791,P002,B0008,Current Account,2026-05-23,34087.44,Closed,0.001,0
A0000471,C000721,P011,B0053,Credit Card,2026-07-30,-1287.54,Active,0.205,5000
A0000472,C001805,P007,B0010,Notice Deposit,2026-04-16,67594.48,Dormant,0.075,0
A0000473,C000805,P020,B0035,Current Account,2023-05-11,11958.32,Dormant,0.002,0
A0000474,C000693,P005,B0022,Savings,2025-06-11,23606.12,Closed,0.055,0
A0000475,C001929,P010,B0019,Credit Card,2025-02-12,-3139.63,Dormant,0.215,42000.0
A0000476,C000022,P012,B0024,Credit Card,2023-02-12,-1786.79,Active,0.185,5000
A0000477,C000726,P018,B0023,Current Account,2026-07-11,12115.74,Active,0.012,0
A0000478,C000008,P020,B0004,Current Account,2024-08-16,135768.82,Active,0.002,0
A0000479,C001279,P018,B0024,Current Account,2025-05-09,55283.46,Active,0.012,0
A0000480,C001057,P020,B0023,Current Account,2026-07-28,67168.21,Active,0.002,18000.0
A0000481,C000663,P018,B0014,Current Account,2026-06-22,14339.83,Active,0.012,0
A0000482,C000941,P011,B0045,Credit Card,2025-04-20,-6996.89,Active,0.205,42000.0
A0000483,C000919,P020,B0049,Current Account,2024-10-01,7479.39,Active,0.002,0
A0000484,C001347,P001,B0045,Current Account,2025-06-10,133721.2,Active,0.002,0
A0000485,C001358,P012,B0046,Credit Card,2024-01-28,-2011.56,Active,0.185,5000
A0000486,C001870,P001,B0005,Current Account,2025-02-26,53752.94,Active,0.002,18000.0
A0000487,C001488,P005,B0037,Savings,2025-01-09,21395.85,Active,0.055,0
A0000488,C000565,P020,B0057,Current Account,2025-10-16,10958.94,Active,0.002,0
A0000489,C000015,P003,B0058,Current Account,2025-05-01,66730.77,Active,0.001,0
A0000490,C001722,P001,B0041,Current Account,2025-11-13,16824.82,Active,0.002,0
A0000491,C001700,P003,B0012,Current Account,2024-08-22,7940.25,Active,0.001,0
A0000492,C001590,P001,B0044,Current Account,2025-01-16,13260.79,Active,0.002,0
A0000493,C000217,P006,B0025,Savings,2025-08-19,26138.08,Active,0.062,0
A0000494,C000469,P008,B0035,Fixed Deposit,2026-05-25,17733.55,Active,0.085,0
A0000495,C000696,P006,B0042,Savings,2026-07-02,34136.66,Active,0.062,0
A0000496,C001597,P003,B0060,Current Account,2025-06-27,550184.99,Closed,0.001,63000.0
A0000497,C000820,P001,B0012,Current Account,2026-05-05,5493.62,Active,0.002,0
A0000498,C000211,P001,B0019,Current Account,2026-01-17,9748.24,Active,0.002,1400.0
A0000499,C001222,P005,B0046,Savings,2024-03-16,16923.57,Active,0.055,1400.0
A0000500,C000249,P003,B0017,Current Account,2024-03-05,45623.62,Active,0.001,5200.0
A0000501,C000220,P003,B0021,Current Account,2026-07-22,90603.3,Active,0.001,0
A0000502,C000967,P003,B0056,Current Account,2024-09-05,46605.75,Active,0.001,0
A0000503,C000066,P011,B0025,Credit Card,2026-04-10,-18561.05,Active,0.205,147000.0
A0000504,C001044,P002,B0024,Current Account,2024-02-16,2172.68,Active,0.001,0
A0000505,C000639,P019,B0028,Money Market,2023-10-19,70148.96,Active,0.078,0
A0000506,C001152,P001,B0007,Current Account,2026-01-07,30876.24,Active,0.002,0
A0000507,C000829,P005,B0032,Savings,2024-02-06,12100.48,Closed,0.055,0
A0000508,C001910,P004,B0042,Savings,2023-03-23,33233.1,Active,0.045,0
A0000509,C000027,P007,B0022,Notice Deposit,2026-05-09,183515.16,Active,0.075,0
A0000510,C001803,P008,B0031,Fixed Deposit,2025-05-02,19464.71,Active,0.085,0
A0000511,C000430,P005,B0023,Savings,2026-03-01,53018.14,Active,0.055,0
A0000512,C001773,P006,B0012,Savings,2024-11-09,5520.12,Active,0.062,0
A0000513,C001641,P018,B0055,Current Account,2025-10-22,578372.15,Active,0.012,0
A0000514,C000727,P005,B0036,Savings,2025-07-26,39546.78,Active,0.055,0
A0000515,C001615,P004,B0012,Savings,2025-07-27,6435.35,Active,0.045,0
A0000516,C001281,P001,B0049,Current Account,2024-11-26,9245.92,Active,0.002,1400.0
A0000517,C000848,P005,B0001,Savings,2025-05-18,46288.6,Active,0.055,0
A0000518,C001873,P002,B0041,Current Account,2026-06-26,21271.05,Active,0.001,0
A0000519,C001342,P006,B0044,Savings,2024-05-03,2320.87,Active,0.062,0
A0000520,C000043,P004,B0002,Savings,2025-06-24,9367.82,Active,0.045,0
A0000521,C001144,P020,B0046,Current Account,2024-10-05,17847.2,Closed,0.002,0
A0000522,C000173,P004,B0002,Savings,2026-01-21,8316.23,Active,0.045,0
A0000523,C001534,P004,B0043,Savings,2026-07-27,10797.34,Dormant,0.045,0
A0000524,C000033,P009,B0022,Money Market,2026-01-04,9685.31,Active,0.068,0
A0000525,C000410,P005,B0039,Savings,2025-05-24,54831.37,Active,0.055,0
A0000526,C001910,P002,B0042,Current Account,2024-08-26,22826.71,Active,0.001,0
A0000527,C001159,P007,B0040,Notice Deposit,2025-09-25,6447.42,Active,0.075,0
A0000528,C001295,P005,B0051,Savings,2024-10-27,36052.35,Active,0.055,0
A0000529,C000222,P012,B0053,Credit Card,2022-11-06,-3338.84,Active,0.185,12200.0
A0000530,C000697,P003,B0027,Current Account,2024-11-22,34502.08,Active,0.001,0
A0000531,C000080,P006,B0035,Savings,2026-04-05,20314.22,Active,0.062,0
A0000532,C001973,P002,B0006,Current Account,2025-11-18,11285.56,Active,0.001,0
A0000533,C000772,P004,B0025,Savings,2023-08-14,35090.16,Dormant,0.045,5200.0
A0000534,C001558,P010,B0016,Credit Card,2026-01-04,-24006.39,Active,0.215,42000.0
A0000535,C001243,P003,B0010,Current Account,2026-06-21,52346.61,Active,0.001,0
A0000536,C001911,P010,B0044,Credit Card,2025-08-11,-1193.61,Active,0.215,5000
A0000537,C001726,P004,B0029,Savings,2026-04-20,7212.3,Active,0.045,1400.0
A0000538,C000329,P006,B0043,Savings,2025-02-02,6204.12,Active,0.062,0
A0000539,C000778,P005,B0013,Savings,2026-01-05,15888.5,Active,0.055,0
A0000540,C000006,P004,B0011,Savings,2023-06-17,9760.42,Active,0.045,0
A0000541,C001008,P018,B0049,Current Account,2024-11-30,220333.36,Active,0.012,0
A0000542,C000817,P018,B0038,Current Account,2026-06-15,10673.66,Active,0.012,1400.0
A0000543,C000462,P012,B0011,Credit Card,2023-06-10,-2221.09,Active,0.185,5000
A0000544,C000596,P005,B0007,Savings,2024-07-07,7799.34,Active,0.055,0
A0000545,C000005,P005,B0035,Savings,2025-12-03,56483.51,Active,0.055,5200.0
A0000546,C001317,P008,B0008,Fixed Deposit,2026-07-25,37091.17,Active,0.085,0
A0000547,C000179,P011,B0012,Credit Card,2026-01-10,-1104.12,Active,0.205,5000
A0000548,C001106,P010,B0043,Credit Card,2026-06-19,-829.46,Active,0.215,12200.0
A0000549,C000325,P018,B0034,Current Account,2026-04-13,84413.45,Active,0.012,0
A0000550,C000556,P010,B0024,Credit Card,2025-10-28,-542.33,Closed,0.215,5000
A0000551,C000524,P018,B0019,Current Account,2024-09-10,7084.6,Active,0.012,1400.0
A0000552,C001296,P010,B0057,Credit Card,2025-04-24,-1005.74,Active,0.215,5000
A0000553,C001966,P002,B0033,Current Account,2025-04-17,15928.83,Active,0.001,0
A0000554,C000081,P001,B0012,Current Account,2024-11-24,20379.47,Active,0.002,0
A0000555,C001369,P020,B0060,Current Account,2025-09-13,31160.76,Active,0.002,0
A0000556,C000555,P020,B0012,Current Account,2025-12-01,10533.52,Active,0.002,0
A0000557,C000334,P011,B0053,Credit Card,2022-04-28,-7567.73,Active,0.205,12200.0
A0000558,C001557,P018,B0060,Current Account,2025-10-20,11760.65,Active,0.012,0
A0000559,C001444,P008,B0018,Fixed Deposit,2022-12-29,13205.74,Closed,0.085,0
A0000560,C001474,P020,B0007,Current Account,2024-12-09,12257.66,Dormant,0.002,0
A0000561,C001828,P008,B0035,Fixed Deposit,2026-07-21,7645.33,Active,0.085,0
A0000562,C001887,P018,B0007,Current Account,2026-07-31,5066.97,Active,0.012,0
A0000563,C001718,P012,B0001,Credit Card,2026-07-26,-5964.32,Active,0.185,12200.0
A0000564,C000759,P012,B0021,Credit Card,2026-05-27,-4577.92,Active,0.185,12200.0
A0000565,C001351,P012,B0022,Credit Card,2025-10-10,-4152.56,Active,0.185,12200.0
A0000566,C001825,P008,B0035,Fixed Deposit,2025-09-13,91772.99,Active,0.085,0
A0000567,C000939,P012,B0032,Credit Card,2025-04-13,-1952.37,Active,0.185,5000
A0000568,C001182,P006,B0040,Savings,2025-08-27,19970.49,Active,0.062,0
A0000569,C000741,P008,B0047,Fixed Deposit,2024-02-05,67148.92,Active,0.085,0
A0000570,C001982,P007,B0013,Notice Deposit,2025-06-18,18026.28,Active,0.075,0
A0000571,C000290,P008,B0018,Fixed Deposit,2025-10-03,14079.45,Active,0.085,0
A0000572,C000974,P004,B0030,Savings,2025-08-09,9815.95,Dormant,0.045,0
A0000573,C000634,P008,B0056,Fixed Deposit,2026-01-08,71681.87,Active,0.085,0
A0000574,C000159,P012,B0005,Credit Card,2025-08-10,-4233.78,Active,0.185,12200.0
A0000575,C000487,P018,B0002,Current Account,2025-05-31,8345.27,Active,0.012,1400.0
A0000576,C001518,P003,B0046,Current Account,2025-03-25,5295.18,Active,0.001,1400.0
